0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
0.000,  0.0,  0.0,  0.0,  0.0,1260.0,  0.0,  0.0,
